model,threshold,auc_roc,ks,brier,pct_approved,default_among_approved,profit
XGB_walkforward,0.31,0.6845631404625503,0.266559898853302,0.12046931684017181,96.23603631001426,14.0492314702197,242230710.88999993
M1_logistic,0.38,0.6847179539599593,0.26869535262082256,0.12103502507576057,98.8779540785114,14.618366748446071,235936408.63
